Organisation Chain,Auction ID,EMD Amount,Starting Price,Submission Start Date,Submission End Date,Auction Start Date,Product Category
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Ballia,2025_UP_1538,"1,25,000","5,00,000",16-May-2025 02:00 PM,31-May-2025 02:00 PM,05-Jun-2025 12:00 PM,Miscellaneous
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Ballia,2025_UP_1535,"2,50,000","10,00,000",16-May-2025 01:45 PM,31-May-2025 02:00 PM,05-Jun-2025 12:00 PM,Miscellaneous
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Yawatmal||Office of the DCF Jodmoha",2025_MH_29584,,,29-May-2025 09:30 AM,31-May-2025 03:00 PM,31-May-2025 03:00 PM,Firewood
"Govt of Maharashtra||Maharashtra State Road Transport Corporation||MSRTC,CENTRAL OFFICE,MUMBAI||Msrtc Division, Sangli",2025_MH_29620,0.00,"2,32,958",28-May-2025 12:00 PM,31-May-2025 05:00 PM,04-Jun-2025 11:00 AM,Machineries
Govt of Uttar Pradesh||U.P. Co-operative Sugar Factories Federation Ltd.,2025_UP_1563,20,,26-May-2025 06:55 PM,31-May-2025 06:00 PM,02-Jun-2025 01:05 PM,Miscellaneous
Ministry of Defence||Directorate General Defence Estates||Southern Command Pune||DEO- Vishakhapatanam,2025_MoD_3977,"2,500","97,500",22-May-2025 10:00 AM,01-Jun-2025 05:00 PM,04-Jun-2025 10:00 AM,Others
Govt of Uttar Pradesh||U.P. Co-operative Sugar Factories Federation Ltd.,2025_UP_1564,"1,00,000",200,27-May-2025 06:55 PM,02-Jun-2025 09:00 AM,03-Jun-2025 11:00 AM,Miscellaneous
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Gadchiroli||Office of the DCF Wadsa",2025_MH_29580,,,29-May-2025 05:00 PM,02-Jun-2025 09:00 AM,02-Jun-2025 09:00 AM,Timber
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Gadchiroli||Office of the DCF Wadsa",2025_MH_29581,,,29-May-2025 05:00 PM,02-Jun-2025 09:30 AM,02-Jun-2025 09:30 AM,Firewood
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Gadchiroli||Office of the DCF Bhamragarh",2025_MH_29602,,,30-May-2025 04:15 PM,02-Jun-2025 11:00 AM,02-Jun-2025 11:00 AM,Firewood
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Saharanpur,2025_UP_1553,"79,00,000","7,90,05,183",19-May-2025 01:00 PM,02-Jun-2025 03:00 PM,09-Jun-2025 12:00 PM,Miscellaneous
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Gadchiroli||Office of the DCF Bhamragarh",2025_MH_29601,,,30-May-2025 04:10 PM,02-Jun-2025 03:30 PM,02-Jun-2025 03:30 PM,Timber
Ministry of Defence||Directorate General Defence Estates||Southern Command Pune||DEO- Jodhpur,2025_MoD_3810,"25,000","90,000",20-Feb-2025 12:00 PM,02-Jun-2025 05:00 PM,13-Jun-2025 10:00 AM,Timber
Govt of Maharashtra||PWD - GOVT OF MAHARASHTRA||Public Work Region Pune||Public Works Circle  Kolhapur||Public Works Division Kolhapur,2025_MH_29577,"1,40,000","27,00,000",23-May-2025 11:50 AM,02-Jun-2025 05:00 PM,05-Jun-2025 10:00 AM,Machineries
Govt of Maharashtra||PWD - GOVT OF MAHARASHTRA||SE - MECH||ACE-MECH-AURANGABAD,2025_MH_29608,"15,000","30,000",26-May-2025 01:30 PM,02-Jun-2025 05:00 PM,13-Jun-2025 11:00 AM,Machineries
Govt of West Bengal||Zilla Parishad West Bengal||Malda,2025_WB_4680,"41,265","20,63,259",19-May-2025 05:30 PM,02-Jun-2025 05:30 PM,05-Jun-2025 11:00 AM,Shipping/ Transportation/ Vehicle
Govt of West Bengal||Zilla Parishad West Bengal||Malda,2025_WB_4682,"2,186","1,09,310",19-May-2025 05:30 PM,02-Jun-2025 05:30 PM,05-Jun-2025 11:00 AM,Shipping/ Transportation/ Vehicle
Govt of West Bengal||Zilla Parishad West Bengal||Malda,2025_WB_4681,"12,024","6,01,209",19-May-2025 05:30 PM,02-Jun-2025 05:30 PM,05-Jun-2025 11:00 AM,Shipping/ Transportation/ Vehicle
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29488,"50,000","3,58,600",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29487,"50,000","3,58,600",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29486,"1,00,000","3,58,600",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29485,"1,00,000","3,58,600",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Ministry of Defence||Directorate General Defence Estates||Central Command Lucknow||DEO- Lucknow,2025_MoD_3938,"30,000","2,60,000",03-May-2025 11:00 AM,02-Jun-2025 06:00 PM,05-Jun-2025 11:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29483,"1,00,000","4,81,100",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29481,"1,00,000","4,52,600",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29482,"1,00,000","4,52,600",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29484,"1,00,000","3,58,600",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
