Organisation Chain,Auction ID,EMD Amount,Starting Price,Submission Start Date,Submission End Date,Auction Start Date,Product Category
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||District Collector, Osmanabad||Shri Tuljabhavani Temple Trust Tuljapur||Shri Tuljabhavani Temple Tuljapur",2025_MH_29426,,"5,93,250",15-May-2025 10:00 AM,30-May-2025 06:00 PM,05-Jun-2025 12:00 PM,Others
Govt of Maharashtra||PWD - GOVT OF MAHARASHTRA||Public Work Region Pune||Public Works Circle Pune||Public Works Division Pune,2025_MH_29559,"1,500","71,985",22-May-2025 01:00 PM,30-May-2025 06:00 PM,04-Jun-2025 11:00 AM,Scrap/Disposables
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||District Collector, Osmanabad||Shri Tuljabhavani Temple Trust Tuljapur||Shri Tuljabhavani Temple Tuljapur",2025_MH_29429,,"2,42,34,000",15-May-2025 10:00 AM,30-May-2025 06:00 PM,05-Jun-2025 03:00 PM,Others
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||District Collector, Osmanabad||Shri Tuljabhavani Temple Trust Tuljapur||Shri Tuljabhavani Temple Tuljapur",2025_MH_29430,,"53,14,050",15-May-2025 10:00 AM,30-May-2025 06:00 PM,05-Jun-2025 04:00 PM,Others
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||District Collector, Osmanabad||Shri Tuljabhavani Temple Trust Tuljapur||Shri Tuljabhavani Temple Tuljapur",2025_MH_29427,,"28,87,500",15-May-2025 10:00 AM,30-May-2025 06:00 PM,05-Jun-2025 01:00 PM,Others
Govt of Uttar Pradesh||U.P. Co-operative Sugar Factories Federation Ltd.,2025_UP_1545,"55,500","2,900",17-May-2025 06:00 PM,30-May-2025 06:00 PM,02-Jun-2025 10:00 AM,Food Products
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Gadchiroli||Office of the DCF Allapalli",2025_MH_29512,,,27-May-2025 05:00 PM,31-May-2025 09:00 AM,31-May-2025 09:00 AM,Timber
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Gadchiroli||Office of the DCF Allapalli",2025_MH_29513,,,27-May-2025 05:00 PM,31-May-2025 09:30 AM,31-May-2025 09:30 AM,Bamboo
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Gadchiroli||Office of the DCF Allapalli",2025_MH_29514,,,27-May-2025 05:00 PM,31-May-2025 10:30 AM,31-May-2025 10:30 AM,Bamboo
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Ballia,2025_UP_1535,"2,50,000","10,00,000",16-May-2025 01:45 PM,31-May-2025 02:00 PM,05-Jun-2025 12:00 PM,Miscellaneous
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Ballia,2025_UP_1538,"1,25,000","5,00,000",16-May-2025 02:00 PM,31-May-2025 02:00 PM,05-Jun-2025 12:00 PM,Miscellaneous
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Yawatmal||Office of the DCF Jodmoha",2025_MH_29584,,,29-May-2025 09:30 AM,31-May-2025 03:00 PM,31-May-2025 03:00 PM,Firewood
"Govt of Maharashtra||Maharashtra State Road Transport Corporation||MSRTC,CENTRAL OFFICE,MUMBAI||Msrtc Division, Sangli",2025_MH_29620,0.00,"2,32,958",28-May-2025 12:00 PM,31-May-2025 05:00 PM,04-Jun-2025 11:00 AM,Machineries
Govt of Uttar Pradesh||U.P. Co-operative Sugar Factories Federation Ltd.,2025_UP_1563,20,,26-May-2025 06:55 PM,31-May-2025 06:00 PM,02-Jun-2025 01:05 PM,Miscellaneous
Ministry of Defence||Directorate General Defence Estates||Southern Command Pune||DEO- Vishakhapatanam,2025_MoD_3977,"2,500","97,500",22-May-2025 10:00 AM,01-Jun-2025 05:00 PM,04-Jun-2025 10:00 AM,Others
Govt of Uttar Pradesh||U.P. Co-operative Sugar Factories Federation Ltd.,2025_UP_1564,"1,00,000",200,27-May-2025 06:55 PM,02-Jun-2025 09:00 AM,03-Jun-2025 11:00 AM,Miscellaneous
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Gadchiroli||Office of the DCF Wadsa",2025_MH_29581,,,29-May-2025 05:00 PM,02-Jun-2025 09:30 AM,02-Jun-2025 09:30 AM,Firewood
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Saharanpur,2025_UP_1553,"79,00,000","7,90,05,183",19-May-2025 01:00 PM,02-Jun-2025 03:00 PM,09-Jun-2025 12:00 PM,Miscellaneous
Ministry of Defence||Directorate General Defence Estates||Southern Command Pune||DEO- Jodhpur,2025_MoD_3810,"25,000","90,000",20-Feb-2025 12:00 PM,02-Jun-2025 05:00 PM,13-Jun-2025 10:00 AM,Timber
Govt of Maharashtra||PWD - GOVT OF MAHARASHTRA||SE - MECH||ACE-MECH-AURANGABAD,2025_MH_29608,"15,000","30,000",26-May-2025 01:30 PM,02-Jun-2025 05:00 PM,13-Jun-2025 11:00 AM,Machineries
Govt of Maharashtra||PWD - GOVT OF MAHARASHTRA||Public Work Region Pune||Public Works Circle  Kolhapur||Public Works Division Kolhapur,2025_MH_29577,"1,40,000","27,00,000",23-May-2025 11:50 AM,02-Jun-2025 05:00 PM,05-Jun-2025 10:00 AM,Machineries
Govt of West Bengal||Zilla Parishad West Bengal||Malda,2025_WB_4681,"12,024","6,01,209",19-May-2025 05:30 PM,02-Jun-2025 05:30 PM,05-Jun-2025 11:00 AM,Shipping/ Transportation/ Vehicle
Govt of West Bengal||Zilla Parishad West Bengal||Malda,2025_WB_4682,"2,186","1,09,310",19-May-2025 05:30 PM,02-Jun-2025 05:30 PM,05-Jun-2025 11:00 AM,Shipping/ Transportation/ Vehicle
Govt of West Bengal||Zilla Parishad West Bengal||Malda,2025_WB_4680,"41,265","20,63,259",19-May-2025 05:30 PM,02-Jun-2025 05:30 PM,05-Jun-2025 11:00 AM,Shipping/ Transportation/ Vehicle
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29486,"1,00,000","3,58,600",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29487,"50,000","3,58,600",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29488,"50,000","3,58,600",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29480,"1,00,000","4,52,600",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29483,"1,00,000","4,81,100",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29482,"1,00,000","4,52,600",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29481,"1,00,000","4,52,600",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Ministry of Defence||Directorate General Defence Estates||Central Command Lucknow||DEO- Lucknow,2025_MoD_3938,"30,000","2,60,000",03-May-2025 11:00 AM,02-Jun-2025 06:00 PM,05-Jun-2025 11:00 AM,Miscellaneous
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Washim District-DMA||Municipal Council Mangarulpeer,2025_MH_29489,"50,000","3,52,700",16-May-2025 10:00 AM,02-Jun-2025 06:00 PM,06-Jun-2025 10:00 AM,Miscellaneous
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Bijnor,2025_UP_1423,"1,00,000","2,81,600",13-Mar-2025 12:00 PM,03-Jun-2025 11:00 AM,03-Jun-2025 05:00 PM,Others
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Bijnor,2025_UP_1424,"1,00,000","2,43,925",13-Mar-2025 12:00 PM,03-Jun-2025 11:00 AM,03-Jun-2025 05:00 PM,Others
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Bijnor,2025_UP_1425,"1,00,000","5,45,710",13-Mar-2025 12:00 PM,03-Jun-2025 11:00 AM,03-Jun-2025 05:00 PM,Others
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Bijnor,2025_UP_1432,"1,00,000","4,03,700",13-Mar-2025 12:00 PM,03-Jun-2025 11:00 AM,03-Jun-2025 05:00 PM,Others
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Bijnor,2025_UP_1426,"1,00,000","3,87,200",13-Mar-2025 12:00 PM,03-Jun-2025 11:00 AM,03-Jun-2025 05:00 PM,Others
Govt of West Bengal||Zilla Parishad West Bengal||Paschim Midnapore||Pingla,2025_WB_4719,"32,000","15,27,000",28-May-2025 06:30 PM,03-Jun-2025 04:00 PM,05-Jun-2025 12:00 PM,Timber
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29293,"10,00,000","7,000",08-May-2025 04:00 PM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29294,"10,00,000","7,000",08-May-2025 04:00 PM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29365,"10,00,000","7,000",08-May-2025 04:00 PM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28344,"20,000","3,15,810",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29305,"10,00,000","7,000",08-May-2025 04:00 PM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29271,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29272,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29270,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29274,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29276,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29275,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29277,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28353,"20,000","1,74,685",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28361,"20,000","2,73,420",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28360,"20,000","1,73,492",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28363,"20,000","4,98,015",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28368,"20,000","2,18,736",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28366,"20,000","4,37,755",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28367,"20,000","4,19,895",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28358,"20,000","1,86,837",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28362,"20,000","2,76,420",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28361,"20,000","2,73,420",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28360,"20,000","1,73,492",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28363,"20,000","4,98,015",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28368,"20,000","2,18,736",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28366,"20,000","4,37,755",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28367,"20,000","4,19,895",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28358,"20,000","1,86,837",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28362,"20,000","2,76,420",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28352,"20,000","1,60,580",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29359,"10,00,000","7,000",08-May-2025 04:00 PM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28345,"20,000","3,38,010",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29280,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29282,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29286,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29284,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29285,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29288,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29278,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29261,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29262,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29263,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29260,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29265,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29264,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29268,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29259,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29292,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29271,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29272,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29270,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29274,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29276,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29275,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29277,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29373,"10,00,000","10,000",08-May-2025 04:00 PM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29372,"10,00,000","10,000",08-May-2025 04:00 PM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
