,Auction ID,Bank/Organisation Name,Asset on Auction,City/District,Sealed Bid Submission last date,Reserve Price,EMD,Event Type,DRT Name,,,,,
,194936,State Bank of India,"Flat No. 3436, 4th Floor, Tower No.
D,
My
Haveli,
Gram
Ramchandrapura, Tehsil Sanganer,
District-JaipurI am interested",Jaipur,31 May 2025,"17,50,000.00","1,75,000.00",DRT,Jaipur DRT,194029,0,Immovable,Flat,
,195834,IndusInd Bank,"All That Piece And Parcel Of Property Bearing No - (Shop No 47
To 62)- 1st Floor Golden Plaza Bh Kamrej Police Choki Situated
At Block No 117, Of Moje Village Navagam, The. Kamrajdist
Surat Gujarat, E...I am interested",Surat,31 May 2025,"1,86,57,000.00","18,65,700.00",SARFAESI,--,194922,0,Immovable,Shop,0
,195836,IndusInd Bank,"Property 1-
All that piece and parcel of Property - Room No. 106 &
Room No. 107 built up area 24.817 Sq. Mtr. & 17.788 Sq.
Mtr. Situated at Land Survey No. 307A/4A in Plot No. 2,
Final Plot No. 139, S...I am interested",Nashik,31 May 2025,"3,49,88,400.00","34,98,840.00",SARFAESI,--,194925,0,Immovable,Plot,0
,195839,IndusInd Bank,"All The Piece And Parcel Property Bearing Flat Unit No. A-28,
Family Unit No. 603, 6th Floor, Dhebar Tower
Civil Station Block No. 18, Plot No. 16/4,6,7,8,9
House No 34/335 (New 2/235),
Pt Bhagwati Ch...I am interested",Raipur,31 May 2025,"27,50,000.00","2,75,000.00",SARFAESI,--,194928,0,Immovable,Flat,0
,196077,Sewa Grih Rin Limited,"House no.347 (New no. 407), Badi Gavaltoli, Indore, Madhya Pradesh -452001, Area 900 Sq.ft.I am interested",Indore,31 May 2025,"11,58,300.00","1,15,830.00",SARFAESI,--,195164,0,Immovable,Residential,0
,196079,Sewa Grih Rin Limited,"Plot
No. 184-185 Peki, Survey No. 31/1 & 31/2, Patwari Halka No. 7, Ahmad-
Nagar, Gram Bank, Indore, Madhya Pradesh -452001, Area
1500
Sq.ft., East Road, West - Other Property, North - Remaining part ...I am interested",Indore,31 May 2025,"48,60,000.00","4,86,000.00",SARFAESI,--,195167,0,Immovable,Plot,0
,196082,Sewa Grih Rin Limited,"House No. 227, P.H.No. 49, Gram, Hatuniya, Tehsil Sanwer, Indore, Madhya Pradesh 453771, Area - 630 Sq.ft., East Road, West -5 ft. area, North-House of Vishram, South House of SureshI am interested",Indore,31 May 2025,"1,70,100.00","17,010.00",SARFAESI,--,195171,0,Immovable,Residential,0
,196085,Sewa Grih Rin Limited,"P.H.NO.25, KH. NO. 582, House No. 136, Gram Bangar, Near Tigariya Road, Tehsil Dewas, Madhya Pradesh 455001, Area - 750 Sq.ft. East Road., West Vacant
Street., North
land, South-RoadI am interested",Dewas,31 May 2025,"7,25,940.00","72,594.00",SARFAESI,--,195172,0,Immovable,Residential,0
,196087,Sewa Grih Rin Limited,"Plot no. 32, Ward no. 13,
Gram Mungawd, Dewas, Madhya Pradesh 455001, Area - 900 Sq.ft.I am interested",Dewas,31 May 2025,"7,70,040.00","77,004.00",SARFAESI,--,195173,0,Immovable,Residential,0
,196088,Sewa Grih Rin Limited,"Patta no. 27, Village Sargaov, Gram Panchyat Sarmaliya, PS Javaja, Rajasthan 305901, Area 540 Sq. ft. East-Chowk & Road, Poona s/o Nemi
West
Chand, North
Gyana
w/o Hummaram, South-
Choti w/o BhomaI am interested",Ajmer,31 May 2025,"3,59,100.00","35,910.00",SARFAESI,--,195175,0,Immovable,Residential,0
,196090,Sewa Grih Rin Limited,"Khara
No. 343, Gram Borkheda, Gram Panchayat Mangli Kala, Panchayat Samiti Hindoli, Bundi, Rajasthan
323023, Area
1375
Sq.ft. East
House of
Shoji s/o Joru, West- Road, North House of Mahavir s/o Shoji...I am interested",Bundi,31 May 2025,"6,00,300.00","60,030.00",SARFAESI,--,195177,0,Immovable,Residential,0
,196092,Sewa Grih Rin Limited,"Patta
No. 38, Gram Napasar,
Panchayat
334201, Area
Samiti
419.71
Bikaner, Rajasthan
Sq. ft., East-House of
Dhanna Ram, West House of Kamal Kishor, North-Road, South-PadtI am interested",Bikaner,31 May 2025,"9,27,144.00","92,714.00",SARFAESI,--,195179,0,Immovable,Residential,0
,196095,Sewa Grih Rin Limited,"Patta
No. 15481, Khasra No. 343, Rakba No. 9-17, Near Balaji Mandir, Borkheda Village, Gram Panchayat Mangli Kala,
Panchayat Samiti Hindoli,
District Bundi, Rajasthan
323023, Area
920
Sq.ft. East Road...I am interested",Bundi,31 May 2025,"4,11,300.00","41,130.00",SARFAESI,--,195183,0,Immovable,Residential,0
,196096,Sewa Grih Rin Limited,"Survey No. 983, Hari Om
Nagar, Near
Kaachi
Basti Sawariya Mandir, Anandpura, Foota Talab,
PIP Kota, Rajasthan
324005, Area
Sq. ft., East
988.75
House.
of Babu Lal, West Road, North House of Mangilal, ...I am interested",Bundi,31 May 2025,"16,89,703.00","1,68,970.00",SARFAESI,--,195184,0,Immovable,Residential,0
,196097,Sewa Grih Rin Limited,"Patta No. 14, Gram Panchayat Maiza, Panchayat Samiti
Bhilwara,
-
311403,
Mandal,
Rajasthan
- Self, West
Area 1960 Sq. ft., East
-
Road,
North-Balu Doli, South -Lucky SharmaI am interested",Bhilwara,31 May 2025,"7,05,600.00","70,560.00",SARFAESI,--,195185,0,Immovable,Residential,0
,196098,Sewa Grih Rin Limited,"Patta
no. 31, Village & Gram
Panchayat
Panchayat
Banera,
Rajasthan
Rakshi,
Samiti
Bhilwara,
311401,
Area -93.49 Sq.Yd., East - Samlati Road, West -House of Moolchand/ Harlal Gurjur, North House of Sha...I am interested",Bhilwara,31 May 2025,"6,73,284.00","67,328.00",SARFAESI,--,195186,0,Immovable,Residential,0
,196099,Sewa Grih Rin Limited,"Rojda Village, Tehsil & District Chittorgarh, Rajasthan - 312201, Area 1035
Lalu
Sq.ft. East Ganesh Jatiya, West - Road, North
Lalu /
Ganesh Jatiya, South Kalu/ Megha JatiyaI am interested",chittorgarh,31 May 2025,"7,91,433.00","79,143.00",SARFAESI,--,195187,0,Immovable,Residential,0
,196100,Sewa Grih Rin Limited,"Plot no. 32, Ward no. 13,
Gram Mungawd, Dewas, Madhya Pradesh 455001, Area - 900 Sq.ft.I am interested",Dewas,31 May 2025,"8,75,700.00","87,570.00",SARFAESI,--,195188,0,Immovable,Plot,0
,196034,Gujarat Gramin Bank,"All that piece and parcel of plot 
no.8Paikee south, admeasuring 52.00 
Sq. Mts, NA survey no. 606 paiki 2, 
Uma Park-4, B/h- Rachitnagar, 
Paliyad Road, Botad District- BotadI am interested",Botad,31 May 2025,"6,90,000.00","69,000.00",SARFAESI,--,195123,0,Immovable,Plot,0
,196943,IndusInd Bank,"All that Piece and Parcel of the property being Flat No.3( 
Flat 223) Second Floor, Block No.2, Measuring an 
extent of 1040 Sq,feet., of Super built up space, in the 
building name as ""CC Majestic En...I am interested",Chennai,31 May 2025,"30,92,000.00","3,09,200.00",SARFAESI,--,196027,0,Immovable,Flat,0
,194734,HDB Financial Services Limited,"Schedule of The Securities Property: All that piece and parcel of land and building meas uring to an extent of 1408 Sq.ft. Comprised in Survey No.211/2B, situated at No.74, Periyakuppam Village, Thiru...I am interested",KANCHIPURAM,02 Jun 2025,"67,41,350.00","6,74,135.00",SARFAESI,--,193827,0,Immovable,Land And Building,0
,196151,Ujjivan Small Finance Bank,"All that piece and parcel of land & building, of the Area/Plot area admeasuring 300 Sq. Yards equal to (OK-10M) being 5/59 shares of Land measuring 5K-18M out of Khewat No. 241, Khatoni No 277, Khasra...I am interested",Kaithal,02 Jun 2025,"18,82,000.00","1,88,200.00",SARFAESI,--,195239,0,Immovable,Plot,0
,195840,Kotak Mahindra Bank,All that piece & parcel of Property measuring 314 sq. yards i.e. measuring 149 Sq. Yards from the Property No. MC No. B-XI-165 to 168/ Portion Old and BXII-526 (New) measuring 165 Sq. Yards from prope...I am interested,Ludhiana,02 Jun 2025,"6,30,00,000.00","63,00,000.00",SARFAESI,--,194929,0,Immovable,Land,0
,194623,Union Bank of India,"ALL THAT PIECE AND PARCEL OF LAND SITUATED BEARING AND LYING AT VILLAGE SAVKI (LO), TAL- DEOLA, DIST NASHIK. HAVING GAT NO. 210 ADMEASURING 2H. 05R, POT KHARABA OH.08R. BOUNDED BY:ON OR TOWARDS EAST:-...I am interested",Nashik,02 Jun 2025,"63,90,000.00","6,39,000.00",DRT,Mumbai DRT-III,193716,0,Immovable,Land,0
,195710,Authum Investment & Infrastructure Ltd,All that piece and parcel of property bearing FLAT NO 403 4TH FLOOR B WING BLDG NO 10 KRISHNA APPARTMENT COMPLEX NEAR KINJAL APT YASHWANT SRUSHTI BOISAR W PALGHAR MAHARASHTRA-401501I am interested,PALGHAR,02 Jun 2025,"16,29,450.00","1,62,945.00",SARFAESI,--,194802,0,Immovable,Flat,0
,195716,Authum Investment & Infrastructure Ltd,All that piece and parcel of property bearing FLAT NO 203 2ND FLOOR BLDG NO 2 WING-C DEEP APT 56/1 BADLAPUR KARJAT HIGHWAY OPP TEJASWINI HOTEL VANGANI THANE MAHARASHTRA-421503I am interested,Thane,02 Jun 2025,"9,72,000.00","97,200.00",SARFAESI,--,194808,0,Immovable,Flat,0
,195721,Authum Investment & Infrastructure Ltd,All that piece and parcel of property bearing FLAT NO. 705 7TH FLOOR E WING CASA ADRIANA DOWN TOWN TALOJA BYPASS RD KHONI VILLAGE DOMBIVALI (E)-421201 THANE MAHARASHTRA.I am interested,Thane,02 Jun 2025,"29,71,260.00","2,97,126.00",SARFAESI,--,194812,0,Immovable,Flat,0
,195723,Authum Investment & Infrastructure Ltd,"All that piece and parcel of property bearing FLAT NO. 301 3RD FLOOR SHREE SAI MAULI APARTMENT APP B G BHOSALE NAGAR KULGAON
BADLAPUR EAST THANE
MAHARASHTRA-421503I am interested",Thane,02 Jun 2025,"18,88,976.00","1,88,898.00",SARFAESI,--,194813,0,Immovable,Flat,0
,195724,Authum Investment & Infrastructure Ltd,"All that piece and parcel of property bearing FLAT NO 401 AND 402 4TH FLR WING A SAI GANESH APT PLOT NO.29 SEC ZA KARANJADE VILLAGE PANVEL URAN RD PANVEL
MAHARASHTRA-410206I am interested",Panvel,02 Jun 2025,"45,27,194.00","4,52,719.00",SARFAESI,--,194814,0,Immovable,Flat,0
,195792,Authum Investment & Infrastructure Ltd,"All that Piece and parcel of immovable Property being Flat No. 402 on (FF) of Lalbaug Cha Raja Residency, Which is Constructed upon and which is laid out upon land bearing Tikka No.27/16 of Vibhag --B...I am interested",Vadodara,02 Jun 2025,"3,03,200.00","30,320.00",SARFAESI,--,194882,0,Immovable,Flat,0
,195794,Authum Investment & Infrastructure Ltd,"All that piece and parcel of immovable property situated in the District of Bharuch, Sub-District of Taluka Waliya, Moje Village Kodh, Block/Survey No. 993, with a total area of 10-10-00 sq.m., and re...I am interested",Bharuch,02 Jun 2025,"31,95,700.00","3,19,570.00",SARFAESI,--,194883,0,Immovable,Land,0
,195795,Authum Investment & Infrastructure Ltd,"All that piece and parcel of immovable property situated in the Registration District of Vadodara, Sub-District of y Vadodara, within the boundary of Mouje Village Vadsar, bearing land Survey Nos. 181...I am interested",Vadodara,02 Jun 2025,"10,34,230.00","1,03,423.00",SARFAESI,--,194885,0,Immovable,Land,0
,195798,Authum Investment & Infrastructure Ltd,"All that piece and parcel of immovable property situated in the District of Bharuch, Sub-District of Bharuch, comprising a portion of the total land of 4100-00 sq.m. located in the village of Zadeshwa...I am interested",Bharuch,02 Jun 2025,"19,49,100.00","1,94,910.00",SARFAESI,--,194887,0,Immovable,Land,0
,196011,Kotak Mahindra Bank,"All that 
Piece and 
parcel of 
land bearing 
NIT Plot No. 
370, 
admeasurin
g 139.4 sq 
mtrs in 
C.R.S. 
Section 
Scheme NIT 
at Khasara 
No. 25 & 26 
of MuzaHiwari 
bearing City 
Survey No. 
963, Sh...I am interested",Nagpur,02 Jun 2025,"88,51,600.00","8,85,160.00",SARFAESI,--,195100,0,Immovable,Plot,0
,195072,Axis Bank,"All the piece and parcel of Office/Shop No. 126, 127, 128, 129 & 130 situated on First Floor, in A building in the scheme known as KINGSTONE AURA, constructed on the land bearing S.No. 8/2A, 8/3A/1, 8...I am interested",Pune,02 Jun 2025,"2,28,69,000.00","22,86,900.00",SARFAESI,--,194165,0,Immovable,Shop,0
,194400,Canara Bank,"Mouja Kurud, Ward No.-14, P.C. No.-14/19, R.N.M. Durg-1, Part of Khasra
No.-1417/4, area 4007 sq.ft. (371.74 sq.mtr.)=0.038 hectare, Sundar
Vihar, Purani Basti, inside Kailash Nagar, Durg; belonging t...I am interested",Durg,02 Jun 2025,"25,30,000.00","2,53,000.00",DRT,Jabalpur DRT,193494,1,Immovable,Land,0
